ID,RA,DEC,REGION,t25,t50,t75,g25,g50,g75,m25,m50,m75,a25,a50,a75,v25,v50,v75
2M03365224+3249019,54.217669,32.817219,IC348,3854.0,3868.0,3898.0,4.0,4.1,4.13,-0.12,-0.09,-0.07,-0.08,-0.07,-0.05,23.29,23.87,24.93
2M03365584+3302591,54.232693,33.049755,IC348,3330.0,3339.0,3404.0,3.59,3.62,3.7,-0.28,-0.25,-0.23,-0.07,-0.07,-0.04,16.53,17.33,18.75
2M03365655+3135326,54.235633,31.592398,IC348,3190.0,3229.0,3335.0,3.58,3.64,3.75,-0.15,0.0,0.02,-0.1,-0.09,-0.07,14.82,15.17,16.57
2M03374993+3241445,54.458058,32.695702,IC348,3568.0,3616.0,3662.0,3.84,3.89,4.05,-0.27,-0.15,-0.12,-0.09,-0.08,-0.06,19.24,19.61,20.62
2M03382269+3302517,54.594556,33.047695,IC348,3383.0,3435.0,3483.0,3.58,3.76,3.87,-0.21,-0.11,-0.05,-0.09,-0.08,-0.05,15.57,16.14,18.19
2M03385426+3258068,54.726085,32.968571,IC348,3916.0,3933.0,3992.0,4.22,4.26,4.33,-0.07,-0.03,0.01,-0.05,-0.04,-0.02,24.03,24.37,25.22
2M03410822+3313548,55.284258,33.231911,IC348,4273.0,4280.0,4316.0,3.94,3.95,4.01,-0.11,-0.1,-0.08,0.0,0.0,0.02,34.85,35.16,35.65
2M03414251+3118567,55.427162,31.315769,IC348,4422.0,4437.0,4480.0,4.0,4.03,4.12,-0.1,-0.08,-0.07,0.0,0.03,0.05,28.15,28.38,28.65
2M03420867+3228276,55.536136,32.474358,IC348,3340.0,3408.0,3493.0,3.69,3.83,3.93,-0.09,0.01,0.18,-0.09,-0.08,-0.06,19.15,19.84,21.18
2M03422824+3230479,55.617699,32.513313,IC348,3515.0,3524.0,3561.0,3.79,3.81,3.89,-0.01,0.0,0.03,-0.06,-0.05,-0.02,19.51,19.95,21.03
2M03424360+3159150,55.681701,31.987524,IC348,4649.0,4670.0,4801.0,4.08,4.13,4.21,-0.1,-0.09,-0.06,-0.03,-0.01,0.0,35.57,36.16,37.0
2M03431065+3235323,55.794385,32.592319,IC348,3651.0,3690.0,3767.0,4.08,4.13,4.22,-0.03,0.06,0.08,-0.06,-0.05,-0.03,15.02,15.31,16.53
2M03431433+3221430,55.809735,32.361954,IC348,3187.0,3225.0,3265.0,3.66,3.76,3.82,-0.34,-0.22,-0.07,-0.1,-0.09,-0.07,41.23,44.01,45.38
2M03434788+3217567,55.949526,32.29911,IC348,3729.0,3754.0,3800.0,3.81,3.89,4.02,-0.15,-0.11,-0.06,-0.06,-0.05,-0.02,14.54,14.81,15.76
2M03434875+3207332,55.953146,32.125916,IC348,3533.0,3551.0,3601.0,3.69,3.74,3.79,-0.05,-0.01,0.02,-0.09,-0.08,-0.05,12.09,13.94,14.86
2M03435622+3230178,55.984278,32.504955,IC348,3789.0,3852.0,3884.0,4.15,4.19,4.23,-0.15,-0.11,-0.09,-0.05,-0.04,-0.02,14.72,14.96,16.04
2M03440216+3219399,56.009038,32.327766,IC348,3765.0,3773.0,3840.0,3.91,3.94,4.04,-0.07,-0.05,-0.02,-0.07,-0.07,-0.04,19.24,19.38,20.36
2M03442023+3230228,56.084332,32.506344,IC348,3464.0,3472.0,3524.0,3.75,3.78,3.9,-0.12,-0.07,-0.04,-0.06,-0.05,-0.02,19.34,19.69,20.7
2M03442584+3307155,56.107683,33.120991,IC348,3667.0,3733.0,3769.0,4.11,4.16,4.22,-0.07,0.02,0.04,-0.07,-0.05,-0.03,13.48,14.35,15.02
2M03442766+3233495,56.115276,32.563755,IC348,3529.0,3542.0,3583.0,3.45,3.47,3.55,-0.37,-0.34,-0.31,-0.11,-0.1,-0.08,30.84,32.78,33.48
2M03444856+3157276,56.202342,31.957691,IC348,3364.0,3382.0,3466.0,3.59,3.69,3.8,-0.23,-0.2,-0.04,-0.1,-0.09,-0.06,16.12,16.99,19.01
2M03450577+3203080,56.274055,32.052246,IC348,4047.0,4069.0,4112.0,4.06,4.13,4.25,-0.16,-0.13,-0.1,-0.07,-0.06,-0.03,13.65,14.36,15.31
2M03451598+3230519,56.316608,32.514442,IC348,4323.0,4332.0,4386.0,3.8,3.83,3.92,-0.08,-0.07,-0.05,0.01,0.02,0.04,24.42,24.56,25.07
2M03452106+3218178,56.337768,32.304951,IC348,3256.0,3272.0,3355.75,3.69,3.72,3.82,0.0,0.01,0.07,-0.12,-0.1,-0.09,19.39,19.88,20.98
2M03452174+3232065,56.340614,32.53516,IC348,3380.25,3430.0,3485.0,3.67,3.76,3.9,-0.27,-0.23,-0.12,-0.06,-0.05,0.0,21.06,23.52,24.4
2M03452338+3224369,56.34742,32.410271,IC348,4135.0,4162.0,4198.0,4.11,4.16,4.2,-0.12,-0.1,-0.08,-0.04,0.0,0.01,14.75,14.95,15.74
2M03453439+3143553,56.393332,31.732054,IC348,3278.0,3305.0,3405.0,3.75,3.8,3.97,-0.09,-0.02,0.17,-0.07,-0.06,-0.03,22.19,23.61,25.07
2M03453551+3156257,56.397969,31.940475,IC348,3654.0,3661.0,3711.0,4.14,4.21,4.23,-0.17,-0.12,-0.11,-0.06,-0.05,-0.03,14.43,14.61,16.31
2M03454675+3228487,56.444812,32.480206,IC348,3466.0,3483.0,3555.0,3.71,3.77,3.89,-0.14,-0.06,-0.02,-0.08,-0.07,-0.03,13.09,14.39,15.24
2M03455520+3203516,56.480028,32.064339,IC348,3001.0,3012.0,3110.0,3.83,3.87,3.92,-0.54,-0.44,-0.42,-0.03,-0.02,0.01,24.72,25.2,25.99
2M03460521+3138519,56.521713,31.647758,IC348,3755.0,3776.0,3831.0,3.94,4.05,4.15,-0.09,-0.04,0.04,-0.06,-0.06,-0.02,14.6,14.88,16.19
2M03462127+3227177,56.588657,32.454922,IC348,3360.0,3424.0,3497.0,3.86,3.98,4.1,-0.05,0.14,0.22,-0.08,-0.06,-0.04,26.75,28.5,29.27
2M03463117+3230549,56.6299,32.515251,IC348,3324.0,3339.0,3406.0,3.65,3.69,3.77,-0.44,-0.34,-0.3,-0.06,-0.04,0.0,14.76,15.01,15.85
2M03464199+3234113,56.67497,32.569809,IC348,3515.0,3545.0,3599.0,3.95,4.02,4.09,-0.03,0.01,0.04,-0.07,-0.06,-0.04,14.5,14.73,15.57
2M03464646+3201493,56.693619,32.03038,IC348,4226.0,4287.0,4318.0,4.0,4.03,4.13,0.01,0.03,0.05,-0.01,0.04,0.05,22.16,23.7,23.85
2M03470540+3147054,56.772538,31.784834,IC348,3366.0,3440.0,3512.0,3.73,3.8,3.9,-0.02,0.03,0.15,-0.1,-0.09,-0.06,24.33,25.06,27.35
2M03482273+3153165,57.094714,31.887918,IC348,3310.0,3342.0,3461.0,3.82,3.99,4.12,-0.05,0.18,0.25,-0.1,-0.09,-0.06,15.57,16.78,19.61
2M03283173+3059158,52.132238,30.987741,NGC1333,4555.0,4572.0,4634.0,3.85,3.88,3.98,-0.16,-0.15,-0.13,0.02,0.04,0.05,29.91,30.25,30.98
2M03292222+3137281,52.342618,31.624483,NGC1333,4369.0,4374.0,4452.0,3.61,3.63,3.73,-0.13,-0.12,-0.1,0.03,0.04,0.06,25.66,25.94,26.75
2M03301614+3147595,52.567285,31.799868,NGC1333,3651.0,3674.0,3752.0,3.66,3.73,3.86,-0.26,-0.22,-0.17,-0.07,-0.05,-0.02,19.22,19.51,20.51
2M05331415-0611489,83.308986,-6.196922,OrionA,3461.0,3468.0,3538.0,3.86,3.88,3.98,-0.14,-0.09,-0.07,-0.05,-0.04,-0.02,13.72,14.28,14.73
2M05332216-0611538,83.342361,-6.198285,OrionA,3852.0,3869.0,3896.0,4.07,4.13,4.16,-0.11,-0.08,-0.06,-0.06,-0.05,-0.03,13.51,14.27,14.91
2M05332371-0609336,83.34881,-6.159338,OrionA,3756.0,3771.0,3858.0,3.7,3.73,3.78,-0.23,-0.19,-0.18,-0.07,-0.06,-0.04,26.91,28.26,28.97
2M05333178-0624171,83.382438,-6.404754,OrionA,3461.0,3472.0,3557.0,3.84,3.9,3.99,-0.25,-0.1,-0.08,-0.03,-0.02,0.03,14.59,14.77,15.57
2M05334368-0624287,83.43201,-6.407994,OrionA,4179.0,4200.0,4226.0,3.49,3.6,3.64,-0.21,-0.18,-0.16,-0.03,-0.02,-0.01,19.82,20.04,20.77
2M05334544-0657060,83.439337,-6.951681,OrionA,3550.0,3571.0,3667.0,3.71,3.77,3.88,-0.24,-0.13,-0.07,-0.07,-0.06,-0.02,14.36,14.6,15.56
2M05334651-0615167,83.443802,-6.254642,OrionA,4046.0,4072.0,4131.0,4.24,4.26,4.28,-0.05,-0.02,0.01,-0.08,-0.06,-0.04,15.29,15.64,16.66
2M05341474-0619181,83.561456,-6.32171,OrionA,3446.0,3464.0,3527.0,3.47,3.6,3.76,-0.24,-0.12,-0.04,-0.08,-0.07,-0.05,25.1,26.03,28.05
2M05341755-0603381,83.573161,-6.060599,OrionA,3559.0,3619.0,3677.0,3.81,3.99,4.12,-0.14,-0.09,-0.01,-0.07,-0.06,-0.03,14.45,14.79,15.81
2M05342429-0606555,83.601239,-6.115438,OrionA,3843.0,3853.0,3902.0,3.74,3.78,3.86,-0.13,-0.11,-0.07,-0.07,-0.05,-0.02,33.65,34.18,35.26
2M05342484-0644405,83.603526,-6.744608,OrionA,3283.0,3301.0,3364.0,3.76,3.81,3.96,-0.07,-0.01,0.1,-0.09,-0.09,-0.06,14.51,14.75,15.53
2M05342510-0643274,83.604616,-6.724297,OrionA,3757.0,3768.0,3851.0,3.97,4.03,4.07,-0.22,-0.18,-0.16,-0.06,-0.05,-0.03,20.94,21.36,22.81
2M05342800-0559524,83.616704,-5.997909,OrionA,4292.0,4302.0,4332.0,3.89,3.9,3.94,-0.12,-0.11,-0.1,0.03,0.04,0.05,24.73,24.87,25.36
2M05342808-0616131,83.617034,-6.27032,OrionA,3853.0,3871.0,3927.0,4.11,4.17,4.29,-0.1,-0.04,0.05,-0.05,-0.04,0.0,14.89,15.66,17.47
2M05342868-0622079,83.619535,-6.368877,OrionA,3531.0,3550.0,3628.0,3.74,3.76,3.87,0.0,0.03,0.07,-0.09,-0.08,-0.05,14.68,15.16,16.31
2M05343425-0602097,83.64273,-6.036033,OrionA,3328.0,3336.0,3427.0,3.83,3.86,3.91,0.11,0.21,0.25,-0.07,-0.06,-0.04,16.21,16.79,18.99
2M05343625-0604515,83.651049,-6.080974,OrionA,3419.0,3444.0,3487.0,3.51,3.58,3.66,-0.42,-0.39,-0.36,-0.02,0.01,0.05,33.9,34.55,35.29
2M05343859-0635564,83.660805,-6.599013,OrionA,3325.0,3338.0,3390.0,3.47,3.51,3.58,-0.32,-0.28,-0.24,-0.09,-0.08,-0.07,14.83,15.02,16.42
2M05350292-0605252,83.762204,-6.090336,OrionA,3654.0,3665.0,3773.0,3.69,3.72,3.8,-0.14,-0.1,-0.08,-0.08,-0.08,-0.04,19.0,19.16,20.0
2M05350869-0605024,83.786247,-6.084015,OrionA,4296.0,4302.0,4344.0,3.99,4.0,4.04,-0.15,-0.14,-0.12,0.05,0.06,0.08,19.32,19.43,19.91
2M05351790-0648540,83.824622,-6.815016,OrionA,4140.0,4148.0,4208.0,3.78,3.8,3.91,-0.11,-0.1,-0.08,-0.06,-0.05,-0.04,14.66,14.75,15.46
2M05351798-0604430,83.824949,-6.078617,OrionA,4363.0,4374.0,4508.0,3.87,4.02,4.18,0.01,0.04,0.08,0.0,0.03,0.07,19.16,19.48,20.6
2M05352511-0557392,83.854651,-5.960901,OrionA,4161.0,4188.0,4240.0,3.74,3.78,3.88,0.0,0.02,0.03,-0.03,-0.02,0.03,19.06,19.24,19.67
2M05353285-0652385,83.886912,-6.877385,OrionA,4373.0,4414.0,4502.0,3.7,3.74,3.84,-0.28,-0.25,-0.23,-0.08,-0.05,-0.03,35.61,36.62,37.91
2M05355922-0649519,83.996777,-6.831093,OrionA,3265.0,3273.0,3357.0,3.58,3.62,3.91,-0.64,-0.58,-0.54,-0.03,-0.02,0.0,13.81,14.27,14.48
2M05360421-0620440,84.017545,-6.345562,OrionA,6250.0,6288.0,6366.0,3.55,3.58,3.69,-0.32,-0.3,-0.26,0.05,0.08,0.1,23.62,23.8,24.1
2M05361315-0625411,84.05481,-6.428091,OrionA,3485.0,3496.0,3584.0,3.96,4.05,4.09,-0.2,-0.04,-0.03,-0.04,-0.03,0.01,15.2,15.54,16.87
2M05361769-0628364,84.073748,-6.476779,OrionA,3477.0,3524.0,3575.0,3.63,3.68,3.76,-0.07,0.02,0.04,-0.09,-0.08,-0.05,15.56,16.77,18.79
2M05361833-0613597,84.07638,-6.233253,OrionA,4627.0,4640.0,4691.0,4.13,4.17,4.19,-0.08,-0.06,-0.05,0.0,0.02,0.03,14.87,14.99,15.58
2M05362810-0644326,84.117101,-6.742391,OrionA,3715.0,3728.0,3754.0,3.85,3.88,3.91,-0.31,-0.27,-0.25,-0.05,-0.04,0.0,35.92,36.53,37.67
2M05374278-0640161,84.42829,-6.671145,OrionA,4333.0,4343.0,4383.0,3.73,3.75,3.79,-0.06,-0.05,-0.04,0.01,0.02,0.04,27.93,28.28,28.47
2M05380421-0515274,84.517568,-5.257634,OrionA,3340.0,3356.0,3421.0,3.43,3.54,3.63,-0.28,-0.18,-0.13,-0.07,-0.07,-0.04,24.16,25.19,27.44
2M05381807-0505019,84.575332,-5.083883,OrionA,3766.0,3821.0,3874.0,3.71,3.78,3.82,-0.18,-0.14,-0.12,-0.1,-0.09,-0.06,15.61,15.91,18.32
2M05382321-0719337,84.596723,-7.326051,OrionA,3524.0,3529.0,3597.0,3.55,3.58,3.72,-0.3,-0.28,-0.24,-0.07,-0.06,-0.02,27.15,28.23,28.82
2M05382347-0733083,84.597806,-7.55232,OrionA,3369.0,3398.0,3467.75,3.15,3.28,3.46,-0.61,-0.54,-0.46,0.04,0.08,0.13,40.47,44.28,47.0
2M05383009-0639416,84.625413,-6.661574,OrionA,3351.0,3377.0,3455.0,3.92,4.11,4.15,0.03,0.18,0.21,-0.07,-0.05,-0.03,14.23,14.53,15.38
2M05385833-0649116,84.743059,-6.819894,OrionA,3947.0,3964.0,3997.0,3.61,3.65,3.69,-0.24,-0.22,-0.21,-0.04,-0.03,-0.01,43.86,44.88,45.23
2M05394385-0753538,84.932716,-7.898281,OrionA,3130.0,3136.0,3232.0,3.15,3.17,3.21,-0.29,-0.24,-0.23,-0.09,-0.09,-0.07,25.03,25.28,26.73
2M05394691-0743181,84.945462,-7.721717,OrionA,3144.0,3177.0,3244.0,3.08,3.15,3.24,-0.5,-0.43,-0.28,-0.12,-0.1,-0.08,16.09,17.24,19.14
2M05395441-0709260,84.976735,-7.157239,OrionA,3069.0,3076.0,3170.0,3.08,3.12,3.17,-0.34,-0.26,-0.25,-0.07,-0.06,-0.04,19.0,19.39,20.25
2M05403387-0813179,85.141131,-8.221654,OrionA,3425.0,3441.0,3488.0,3.39,3.44,3.54,-0.27,-0.22,-0.15,-0.11,-0.1,-0.08,16.34,17.16,19.04
2M05403777-0737515,85.157399,-7.630985,OrionA,3971.0,4033.0,4068.0,4.01,4.12,4.16,-0.2,-0.15,-0.13,-0.07,-0.06,-0.03,20.35,20.9,22.48
2M05410007-0813548,85.250319,-8.231892,OrionA,3075.0,3082.0,3172.0,3.0,3.08,3.12,-0.36,-0.27,-0.25,-0.05,-0.05,-0.01,20.93,21.55,23.35
2M05410631-0745386,85.276302,-7.760744,OrionA,3664.0,3674.0,3764.0,3.52,3.6,3.63,-0.2,-0.17,-0.15,-0.1,-0.09,-0.07,30.33,30.99,32.98
2M05411326-0915062,85.305285,-9.251747,OrionA,4540.0,4555.0,4589.0,3.75,3.76,3.78,-0.04,-0.03,-0.01,0.03,0.04,0.05,42.2,42.74,42.9
2M05411838-0743133,85.326606,-7.720362,OrionA,3965.0,3980.0,4070.0,4.05,4.1,4.16,-0.1,-0.07,-0.04,-0.05,-0.05,0.0,19.01,19.2,20.01
2M05411902-0917551,85.329279,-9.298658,OrionA,5311.0,5345.0,5378.0,3.71,3.75,3.8,-0.14,-0.12,-0.1,-0.05,-0.03,0.0,20.08,20.23,20.84
2M05412033-0815231,85.334727,-8.256435,OrionA,3426.0,3456.0,3500.0,3.69,3.76,3.85,0.02,0.07,0.19,-0.11,-0.1,-0.09,41.03,43.19,44.51
2M05414464-0804385,85.436038,-8.077378,OrionA,3778.0,3791.0,3866.0,3.8,3.89,3.92,-0.03,0.0,0.02,-0.1,-0.09,-0.06,23.84,24.1,24.75
2M05414979-0835080,85.457488,-8.585575,OrionA,4471.0,4488.0,4577.0,3.94,4.01,4.08,-0.35,-0.33,-0.31,0.01,0.03,0.06,19.05,19.2,19.7
2M05420860-0822137,85.535872,-8.370496,OrionA,3960.0,4100.0,4152.0,3.65,3.75,3.82,-0.09,-0.06,0.0,-0.06,0.03,0.08,20.35,20.95,23.53
2M05421815-0758500,85.575653,-7.980573,OrionA,5961.0,6437.0,7187.0,3.4,3.87,4.48,-1.01,-0.32,0.27,-0.52,-0.28,-0.07,15.39,25.64,37.27
2M05422265-0823558,85.594411,-8.398861,OrionA,3535.0,3556.0,3607.0,3.65,3.78,3.84,-0.31,-0.18,-0.15,-0.08,-0.07,-0.04,28.61,29.21,30.75
2M05423146-0817439,85.631094,-8.295543,OrionA,4156.0,4169.0,4192.0,3.83,3.9,3.95,-0.13,-0.1,-0.09,0.09,0.11,0.13,16.48,18.95,19.25
2M05423293-0813259,85.637216,-8.223865,OrionA,3857.0,3880.0,3980.0,3.59,3.69,3.71,-0.3,-0.24,-0.22,-0.06,-0.05,0.01,16.25,17.12,19.07
2M05433863-0857579,85.910991,-8.966094,OrionA,4619.0,4627.0,4814.0,4.25,4.3,4.39,0.08,0.1,0.12,-0.01,0.01,0.06,32.87,33.32,33.96
2M05434162-0853264,85.923445,-8.890668,OrionA,3686.0,3737.0,3772.0,4.01,4.14,4.29,-0.28,-0.22,-0.13,-0.09,-0.07,-0.04,19.21,20.05,21.65
2M03174209+4901465,49.425376,49.02961,aPerseo,5502.0,5690.0,5778.0,4.53,4.61,4.65,0.1,0.21,0.26,-0.2,-0.15,-0.09,14.82,15.39,16.7
2M03180855+4918551,49.535666,49.315311,aPerseo,3674.0,3735.0,3791.0,4.58,4.63,4.65,-0.34,-0.24,-0.19,-0.28,-0.28,-0.24,41.86,42.87,43.81
2M03182309+4928026,49.596236,49.467415,aPerseo,3431.0,3500.0,3569.0,4.38,4.44,4.55,-0.01,0.1,0.14,-0.1,-0.08,-0.05,24.29,25.5,27.42
2M03185031+4943522,49.709626,49.731171,aPerseo,6036.0,6148.0,6267.0,4.36,4.43,4.49,0.12,0.21,0.26,-0.07,0.01,0.08,16.41,18.46,19.27
2M03195767+4952069,49.990318,49.868584,aPerseo,6236.0,6778.0,6816.0,4.35,4.36,4.37,-0.02,0.44,0.46,0.74,0.78,0.79,24.72,40.9,42.02
2M03205158+4927574,50.214937,49.465965,aPerseo,4661.5,4977.0,5153.5,4.46,4.55,4.63,0.04,0.11,0.16,0.01,0.07,0.12,19.71,20.77,22.88
2M03210651+4826127,50.277129,48.436867,aPerseo,4863.0,4934.0,4972.0,4.55,4.59,4.61,0.12,0.15,0.17,0.06,0.1,0.12,15.37,15.95,16.66
2M03212020+4845270,50.334205,48.757526,aPerseo,5213.0,5245.0,5301.0,4.47,4.5,4.54,-0.02,0.0,0.02,0.03,0.05,0.08,15.15,15.69,16.28
2M03212217+4957033,50.342416,49.95092,aPerseo,4340.5,4457.0,4705.0,4.51,4.68,4.75,-0.03,0.04,0.12,-0.07,0.02,0.12,18.74,20.67,23.32
2M03233662+4858533,50.902616,48.981487,aPerseo,4681.0,4708.0,4891.0,4.53,4.56,4.6,-0.01,0.02,0.06,-0.03,-0.02,0.02,16.75,17.31,19.04
2M03235988+4958017,50.999508,49.967148,aPerseo,4111.0,4172.5,4247.75,4.41,4.45,4.53,-0.09,-0.05,0.03,-0.04,0.03,0.07,19.43,20.9,22.3
2M03245586+5001516,51.232762,50.031002,aPerseo,5028.0,5071.0,5216.0,4.39,4.42,4.52,0.01,0.04,0.09,0.07,0.1,0.12,14.71,15.08,15.62
2M03250326+4906424,51.263596,49.111778,aPerseo,3313.0,3437.0,3502.0,4.5,4.64,4.7,0.0,0.07,0.24,-0.1,-0.03,0.14,37.56,43.75,47.28
2M03251623+4822239,51.317631,48.373322,aPerseo,4926.0,5016.0,5115.0,4.51,4.55,4.59,-0.17,-0.15,-0.11,0.03,0.08,0.12,15.32,16.39,17.47
2M03253763+5019179,51.406812,50.321659,aPerseo,6346.0,6365.0,6386.0,4.2,4.21,4.24,-0.12,-0.11,-0.09,-0.01,0.02,0.03,40.14,40.97,41.35
2M03255394+4831089,51.47479,48.519157,aPerseo,4602.0,4705.0,4890.0,4.53,4.63,4.69,0.08,0.12,0.16,0.04,0.14,0.2,18.87,19.69,21.09
2M03261265+4809088,51.552724,48.152451,aPerseo,4865.0,4932.0,5068.0,4.39,4.48,4.58,0.06,0.09,0.15,0.0,0.07,0.13,12.55,14.17,14.91
2M03261639+4850284,51.568321,48.841232,aPerseo,4594.0,4640.0,4818.0,4.45,4.49,4.56,0.01,0.05,0.09,0.12,0.17,0.2,24.96,27.49,28.72
2M03261935+4913325,51.580658,49.225712,aPerseo,5393.0,5452.0,5529.0,4.46,4.49,4.51,-0.08,-0.05,-0.02,-0.06,-0.03,-0.01,18.89,19.07,19.35
2M03262532+4820068,51.605541,48.335247,aPerseo,5212.0,5323.0,5501.0,4.4,4.47,4.57,0.04,0.09,0.17,-0.1,-0.05,0.01,15.11,16.55,18.36
2M03263370+5013545,51.640418,50.231815,aPerseo,5349.0,5453.0,5541.0,4.39,4.47,4.51,0.03,0.07,0.11,-0.16,-0.12,-0.06,19.94,20.49,21.38
2M03264086+4957348,51.670284,49.959675,aPerseo,3376.25,3420.0,3480.0,4.47,4.54,4.61,-0.13,-0.05,0.06,-0.07,-0.05,-0.03,15.77,16.81,18.27
2M03280080+4900009,52.003367,49.000256,aPerseo,4683.0,4730.0,4842.0,4.61,4.65,4.68,0.0,0.04,0.06,-0.01,0.02,0.05,14.6,15.0,15.68
2M03290826+4810508,52.284423,48.180779,aPerseo,6229.0,6286.0,6384.0,4.25,4.32,4.37,-0.13,-0.1,-0.05,-0.13,-0.1,-0.07,31.05,32.19,33.88
2M03292669+4920354,52.36122,49.343178,aPerseo,4526.0,4620.0,4644.0,4.57,4.61,4.65,-0.07,-0.06,-0.03,0.15,0.2,0.23,19.27,19.87,20.64
2M03304187+4903021,52.674489,49.050598,aPerseo,5039.0,5235.0,5507.0,4.32,4.44,4.56,-0.05,0.05,0.18,-0.21,0.02,0.14,31.18,34.64,37.72
2M03304760+4753216,52.698337,47.889347,aPerseo,5579.5,5697.0,5844.0,4.37,4.48,4.54,-0.07,-0.01,0.06,-0.15,-0.09,-0.02,39.59,40.89,43.02
2M05183839-0208303,79.659998,-2.141752,OrionBOB1,4317.0,4323.0,4361.0,3.75,3.76,3.8,-0.08,-0.07,-0.05,0.02,0.02,0.04,25.37,25.58,26.08
2M05195766-0301262,79.990277,-3.023965,OrionBOB1,4373.0,4415.0,4486.0,4.05,4.12,4.23,0.01,0.04,0.06,0.0,0.01,0.04,19.3,19.49,19.92
2M05201480-0225456,80.061696,-2.429343,OrionBOB1,4542.0,4610.0,4636.0,4.12,4.18,4.27,-0.03,0.0,0.04,0.04,0.06,0.08,20.73,21.02,22.17
2M05201885-0149010,80.078555,-1.816954,OrionBOB1,4413.0,4434.0,4468.0,4.11,4.13,4.16,-0.08,-0.06,-0.05,0.03,0.06,0.07,18.89,19.13,19.45
2M05205489+0102022,80.228738,1.033969,OrionBOB1,4372.0,4396.0,4467.0,3.98,4.05,4.13,-0.02,0.01,0.04,-0.01,0.0,0.02,23.72,23.94,24.44
2M05213596-0021273,80.399856,-0.357608,OrionBOB1,4150.0,4173.0,4227.0,4.12,4.2,4.26,-0.08,-0.06,-0.04,-0.06,-0.05,-0.03,16.08,16.44,17.59
2M05214525-0301275,80.438573,-3.024327,OrionBOB1,4173.0,4192.0,4267.0,4.09,4.12,4.16,-0.1,-0.08,-0.07,-0.04,-0.01,0.01,14.56,14.71,15.38
2M05214888+0103326,80.453681,1.059079,OrionBOB1,5999.0,6018.0,6116.0,3.67,3.69,3.79,-0.36,-0.35,-0.3,-0.03,0.01,0.03,40.58,42.77,43.78
2M05214914+0035156,80.454765,0.587694,OrionBOB1,4665.0,4686.0,4720.5,4.02,4.07,4.12,-0.05,-0.04,-0.02,0.04,0.06,0.07,35.25,35.69,36.22
2M05215832+0112140,80.493005,1.203896,OrionBOB1,3531.0,3544.0,3599.0,3.53,3.57,3.74,-0.45,-0.41,-0.35,-0.13,-0.12,-0.1,24.71,26.05,29.96
2M05220307+0107141,80.512798,1.120588,OrionBOB1,4154.0,4185.0,4221.0,4.06,4.11,4.14,-0.09,-0.07,-0.06,-0.04,-0.01,0.02,15.12,15.37,16.33
2M05222112-0029129,80.588031,-0.486917,OrionBOB1,4165.0,4201.0,4237.0,4.11,4.15,4.25,-0.14,-0.12,-0.09,-0.04,-0.03,-0.01,19.42,19.75,20.41
2M05222482+0002342,80.603452,0.042836,OrionBOB1,4064.0,4088.0,4136.0,4.04,4.11,4.25,-0.12,-0.07,-0.01,-0.04,-0.03,0.02,14.52,14.67,15.43
2M05223796-0006011,80.658199,-0.10033,OrionBOB1,4298.0,4309.0,4373.0,4.16,4.18,4.22,-0.09,-0.09,-0.07,-0.01,-0.01,0.03,14.73,14.85,15.55
2M05223808-0021336,80.65869,-0.359352,OrionBOB1,4137.0,4144.0,4193.0,3.76,3.78,3.88,-0.17,-0.16,-0.14,-0.03,-0.03,-0.01,34.18,34.46,35.28
2M05224489-0102322,80.687073,-1.042283,OrionBOB1,3737.0,3761.0,3797.0,3.89,3.98,4.11,-0.16,-0.11,-0.07,-0.09,-0.08,-0.06,15.31,15.83,17.42
2M05225965+0120089,80.748562,1.335829,OrionBOB1,3852.0,3864.0,3902.0,4.13,4.17,4.21,-0.08,-0.04,-0.02,-0.08,-0.07,-0.05,17.09,18.53,19.47
2M05230324-0129167,80.763501,-1.487996,OrionBOB1,3934.0,3953.0,4011.0,4.05,4.11,4.2,-0.17,-0.15,-0.11,-0.07,-0.07,-0.04,22.55,23.74,24.48
2M05231479-0050586,80.811641,-0.849619,OrionBOB1,3990.0,4052.0,4085.0,4.2,4.26,4.3,-0.11,-0.07,-0.05,-0.04,-0.02,0.01,14.32,14.48,15.39
2M05232199+0344559,80.841665,3.748866,OrionBOB1,3755.0,3770.0,3815.0,4.12,4.16,4.2,-0.05,0.01,0.05,-0.07,-0.06,-0.03,14.81,15.1,16.51
2M05232286-0133286,80.845278,-1.557954,OrionBOB1,3831.0,3859.0,3901.0,4.01,4.08,4.14,-0.15,-0.12,-0.09,-0.07,-0.06,-0.04,36.58,37.84,38.5
2M05233430-0157097,80.89292,-1.952712,OrionBOB1,3877.0,3882.0,3961.0,4.51,4.6,4.62,0.12,0.19,0.2,-0.06,-0.05,-0.02,15.59,15.97,18.31
2M05233550+0135409,80.897925,1.594722,OrionBOB1,3758.0,3783.0,3850.0,4.09,4.16,4.24,-0.21,-0.17,-0.14,-0.06,-0.05,-0.04,14.61,14.84,15.9
2M05234159+0001547,80.923298,0.031877,OrionBOB1,4637.0,4655.0,4712.5,3.98,4.03,4.13,-0.09,-0.07,-0.05,0.08,0.09,0.11,18.88,19.06,19.28
2M05234607+0032281,80.941996,0.541157,OrionBOB1,4554.0,4568.0,4634.0,4.07,4.09,4.25,-0.03,-0.02,0.04,0.03,0.05,0.06,33.44,33.64,34.33
